step,cuda_device_index,initial_loss,aesthetic_loss,total_loss
9,3,0.08827843517065048,0.6985950469970703,0.1437617689371109
10,1,0.112220898270607,0.690392255783081,0.16478192806243896
10,0,0.08962079882621765,0.690392255783081,0.14423638582229614
10,2,0.06710388511419296,0.690392255783081,0.1237664669752121
10,3,0.0689941942691803,0.690392255783081,0.12548492848873138
11,1,0.10621689260005951,0.6899695992469788,0.159285306930542
11,0,0.09695370495319366,0.6899695992469788,0.15086422860622406
11,3,0.08480717241764069,0.6899695992469788,0.13982193171977997
11,2,0.12784233689308167,0.6899695992469788,0.17894481122493744
12,2,0.09834587574005127,0.6917822957038879,0.15229463577270508
12,1,0.0920051783323288,0.6917822957038879,0.1465303748846054
12,0,0.11574974656105042,0.6917822957038879,0.16811633110046387
12,3,0.09481535106897354,0.6917822957038879,0.14908507466316223
13,0,0.11028715968132019,0.6885899901390076,0.16286014020442963
13,1,0.07785572111606598,0.6885899901390076,0.13337701559066772
13,3,0.08230172097682953,0.6885899901390076,0.13741882145404816
13,2,0.07336252927780151,0.6885899901390076,0.129292294383049
14,1,0.09466475993394852,0.6849091351032257,0.14832334220409393
14,3,0.1356324702501297,0.6849091351032257,0.18556669354438782
14,0,0.09207744896411896,0.6849091351032257,0.14597122371196747
14,2,0.11635073274374008,0.6849091351032257,0.16803786158561707
15,1,0.09796971082687378,0.6849132776260376,0.1513282060623169
15,0,0.08946848660707474,0.6849132776260376,0.14359982311725616
15,2,0.09907615929841995,0.6849132776260376,0.1523340791463852
15,3,0.06886088848114014,0.6849132776260376,0.12486564368009567
16,1,0.06551583111286163,0.6821558177471161,0.12157400697469711
16,0,0.09334857016801834,0.6821558177471161,0.1468764841556549
16,3,0.06128302216529846,0.6821558177471161,0.11772599816322327
16,2,0.09146532416343689,0.6821558177471161,0.14516444504261017
17,0,0.07773609459400177,0.6828964650630951,0.13275067508220673
17,1,0.10814278572797775,0.6828964650630951,0.1603931188583374
17,2,0.06929413974285126,0.6828964650630951,0.12507617473602295
17,3,0.09634827077388763,0.6828964650630951,0.14967083930969238
18,0,0.09127816557884216,0.6808193624019623,0.14487282931804657
18,1,0.052806295454502106,0.6808193624019623,0.1098983883857727
18,2,0.07337336242198944,0.6808193624019623,0.12859570980072021
18,3,0.08410664647817612,0.6808193624019623,0.13835325837135315
19,1,0.08661124110221863,0.6882027089595795,0.14130136370658875
19,0,0.062092456966638565,0.6882027089595795,0.11901155859231949
19,2,0.09815916419029236,0.6882027089595795,0.15179948508739471
19,3,0.07992394268512726,0.6882027089595795,0.13522200286388397
20,2,0.11122617870569229,0.6862507164478302,0.16350112855434418
20,0,0.1359235942363739,0.6862507164478302,0.1859533190727234
20,1,0.08979897946119308,0.6862507164478302,0.14402185380458832
20,3,0.11926143616437912,0.6862507164478302,0.1708059012889862
21,1,0.06678366661071777,0.684441328048706,0.12293435633182526
21,2,0.0844830721616745,0.684441328048706,0.13902471959590912
21,0,0.07300465553998947,0.684441328048706,0.12858980894088745
21,3,0.08091963827610016,0.684441328048706,0.13578523695468903
22,1,0.05223669856786728,0.6885591149330139,0.1100841835141182
22,2,0.05674199014902115,0.6885591149330139,0.11417990177869797
22,0,0.0838925689458847,0.6885591149330139,0.1388622522354126
22,3,0.06453562527894974,0.6885591149330139,0.12126502394676208
23,2,0.12127017229795456,0.6854329705238342,0.17255768179893494
23,1,0.16570177674293518,0.6854329705238342,0.21295006573200226
23,0,0.12955132126808167,0.6854329705238342,0.18008601665496826
23,3,0.13037294149398804,0.6854329705238342,0.18083293735980988
24,2,0.06661038845777512,0.6869907379150391,0.123008593916893
24,1,0.07857398688793182,0.6869907379150391,0.13388459384441376
24,0,0.11097799241542816,0.6869907379150391,0.16334278881549835
24,3,0.09089183807373047,0.6869907379150391,0.14508263766765594
25,2,0.12563791871070862,0.6891413927078247,0.17686550319194794
25,1,0.11951714754104614,0.6891413927078247,0.17130117118358612
25,3,0.10232216119766235,0.6891413927078247,0.15566936135292053
25,0,0.11703257262706757,0.6891413927078247,0.1690424531698227
26,2,0.08780749142169952,0.683623194694519,0.14197254180908203
26,1,0.0784517303109169,0.683623194694519,0.13346731662750244
26,0,0.1115884929895401,0.683623194694519,0.1635916382074356
26,3,0.09649551659822464,0.683623194694519,0.14987075328826904
27,2,0.08697351813316345,0.6791909039020538,0.14081145823001862
27,1,0.08592197299003601,0.6791909039020538,0.1398555040359497
27,3,0.0865868479013443,0.6791909039020538,0.14045993983745575
27,0,0.07789207249879837,0.6791909039020538,0.13255560398101807
28,2,0.0890919491648674,0.680269867181778,0.14283539354801178
28,1,0.14784952998161316,0.680269867181778,0.19625137746334076
28,0,0.11350642889738083,0.680269867181778,0.165030375123024
28,3,0.15861211717128754,0.680269867181778,0.2060355395078659
29,2,0.09677115082740784,0.6871772706508636,0.1504444181919098
29,1,0.11319037526845932,0.6871772706508636,0.16537100076675415
29,0,0.09891201555728912,0.6871772706508636,0.15239067375659943
29,3,0.10274843871593475,0.6871772706508636,0.15587833523750305
30,1,0.1309293955564499,0.6828708350658417,0.18110588192939758
30,2,0.10011612623929977,0.6828708350658417,0.15309381484985352
30,0,0.10527341067790985,0.6828708350658417,0.15778227150440216
30,3,0.12054884433746338,0.6828708350658417,0.17166900634765625
31,0,0.0642768070101738,0.6893379092216492,0.1211005374789238
31,2,0.07228730618953705,0.6893379092216492,0.1283828169107437
31,1,0.11587666720151901,0.6893379092216492,0.16800950467586517
31,3,0.1254023015499115,0.6893379092216492,0.1766691654920578
32,1,0.08992807567119598,0.6852023601531982,0.1440439075231552
32,2,0.08182762563228607,0.6852023601531982,0.13667987287044525
32,3,0.07823140919208527,0.6852023601531982,0.13341057300567627
32,0,0.08266093581914902,0.6852023601531982,0.13743741810321808
33,2,0.10384148359298706,0.6842778325080872,0.15660841763019562
33,3,0.06865701079368591,0.6842778325080872,0.12462253868579865
33,0,0.07164014875888824,0.6842778325080872,0.12733447551727295
33,1,0.1459740400314331,0.6842778325080872,0.19491074979305267
34,2,0.1058967337012291,0.6912621259689331,0.15911176800727844
34,3,0.10915659368038177,0.6912621259689331,0.16207526624202728
34,1,0.12523914873600006,0.6912621259689331,0.17669576406478882
34,0,0.14663352072238922,0.6912621259689331,0.1961451917886734
35,2,0.06468390673398972,0.6910243332386017,0.1216239482164383
35,1,0.07036873698234558,0.6910243332386017,0.12679196894168854
35,3,0.05118270963430405,0.6910243332386017,0.10935012996196747
35,0,0.06513988226652145,0.6910243332386017,0.12203847616910934
36,2,0.1288851946592331,0.6882274448871613,0.1797344833612442
36,1,0.1726623773574829,0.6882274448871613,0.21953192353248596
36,3,0.12105948477983475,0.6882274448871613,0.17262019217014313
36,0,0.11974310129880905,0.6882274448871613,0.17142349481582642
37,2,0.11272997409105301,0.6830888390541077,0.16458077728748322
37,1,0.11747744679450989,0.6830888390541077,0.1688966602087021
37,0,0.10631623864173889,0.6830888390541077,0.15875011682510376
37,3,0.11511465162038803,0.6830888390541077,0.16674865782260895
38,2,0.10316798090934753,0.693266898393631,0.1568133383989334
38,1,0.08827998489141464,0.693266898393631,0.1432787925004959
38,0,0.1395125389099121,0.693266898393631,0.18985384702682495
38,3,0.10843207687139511,0.693266898393631,0.16159887611865997
39,1,0.09947550296783447,0.6865704953670502,0.1528477668762207
39,2,0.10008052736520767,0.6865704953670502,0.15339778363704681
39,0,0.10645178705453873,0.6865704953670502,0.1591898500919342
39,3,0.08934421092271805,0.6865704953670502,0.1436375081539154
40,1,0.1204574853181839,0.6910101771354675,0.17232590913772583
40,0,0.13275693356990814,0.6910101771354675,0.18350721895694733
40,2,0.11039458215236664,0.6910101771354675,0.16317781805992126
40,3,0.0831155776977539,0.6910101771354675,0.13837872445583344
41,1,0.07317027449607849,0.6890618801116943,0.12916041910648346
41,2,0.12136684358119965,0.6890618801116943,0.17297548055648804
41,0,0.08806578814983368,0.6890618801116943,0.14270178973674774
41,3,0.09537950158119202,0.6890618801116943,0.1493506282567978
42,0,0.06270068883895874,0.6868512630462646,0.11944165080785751
42,2,0.07466334104537964,0.6868512630462646,0.13031679391860962
42,1,0.08148876577615738,0.6868512630462646,0.13652172684669495
42,3,0.06508304178714752,0.6868512630462646,0.12160742282867432
43,2,0.0742160826921463,0.6875022053718567,0.12996935844421387
43,1,0.139309823513031,0.6875022053718567,0.18914549052715302
43,0,0.10175766795873642,0.6875022053718567,0.15500715374946594
43,3,0.09469954669475555,0.6875022053718567,0.14859068393707275
44,1,0.08125082403421402,0.6843967437744141,0.13608227670192719
44,2,0.08013816177845001,0.6843967437744141,0.13507075607776642
44,0,0.06415679305791855,0.6843967437744141,0.12054223567247391
44,3,0.09001192450523376,0.6843967437744141,0.14404690265655518
45,2,0.10658548772335052,0.6822266578674316,0.15891648828983307
45,1,0.09862688928842545,0.6822266578674316,0.15168140828609467
45,0,0.07229630649089813,0.6822266578674316,0.12774451076984406
45,3,0.11895550787448883,0.6822266578674316,0.17016196250915527
46,2,0.11056841164827347,0.689385175704956,0.1631881147623062
46,0,0.14306634664535522,0.689385175704956,0.19273169338703156
46,1,0.16869334876537323,0.689385175704956,0.21602895855903625
46,3,0.13678355515003204,0.689385175704956,0.18702004849910736
47,2,0.09259966760873795,0.6910980641841888,0.14700861275196075
47,1,0.1422642171382904,0.6910980641841888,0.19215819239616394
47,0,0.11584444344043732,0.6910980641841888,0.1681402325630188
47,3,0.09394070506095886,0.6910980641841888,0.148227721452713
48,2,0.044331107288599014,0.6968690454959869,0.10365273058414459
48,1,0.059318602085113525,0.6968690454959869,0.11727772653102875
48,0,0.06226079910993576,0.6968690454959869,0.11995244771242142
48,3,0.0637081190943718,0.6968690454959869,0.12126819044351578
49,2,0.09881199896335602,0.6820200383663177,0.15183091163635254
49,1,0.07570374011993408,0.6820200383663177,0.13082340359687805
49,0,0.05641169846057892,0.6820200383663177,0.11328517645597458
49,3,0.08564828336238861,0.6820200383663177,0.13986389338970184
50,2,0.10148471593856812,0.6867944300174713,0.15469469130039215
50,1,0.09269905090332031,0.6867944300174713,0.14670772850513458
50,0,0.13157805800437927,0.6867944300174713,0.18205226957798004
50,3,0.084056057035923,0.6867944300174713,0.13885045051574707
51,2,0.06590259820222855,0.6862902045249939,0.12230146676301956
51,0,0.0717487633228302,0.6862902045249939,0.12761616706848145
51,1,0.06471726298332214,0.6862902045249939,0.12122389674186707
51,3,0.0707595944404602,0.6862902045249939,0.12671692669391632
52,2,0.10899887979030609,0.6902072429656982,0.16183601319789886
52,1,0.10955803096294403,0.6902072429656982,0.1623443216085434
52,3,0.07871603965759277,0.6902072429656982,0.1343061327934265
52,0,0.09998765587806702,0.6902072429656982,0.15364396572113037
53,2,0.07345959544181824,0.684015303850174,0.12896466255187988
53,1,0.09448131918907166,0.684015303850174,0.14807531237602234
53,0,0.07342222332954407,0.684015303850174,0.1289306879043579
53,3,0.11160380393266678,0.684015303850174,0.16364121437072754
54,2,0.08468684554100037,0.6804340183734894,0.13884568214416504
54,1,0.06785475462675095,0.6804340183734894,0.12354377657175064
54,3,0.06929678469896317,0.6804340183734894,0.12485471367835999
54,0,0.04829113930463791,0.6804340183734894,0.1057586744427681
55,2,0.07646875828504562,0.6770975887775421,0.13107137382030487
55,1,0.0634855180978775,0.6770975887775421,0.11926843225955963
55,3,0.06355989724397659,0.6770975887775421,0.11933605372905731
55,0,0.057998742908239365,0.6770975887775421,0.11428045481443405
56,2,0.04706002399325371,0.684349536895752,0.10499543696641922
56,1,0.08923259377479553,0.684349536895752,0.14333413541316986
56,0,0.12962791323661804,0.684349536895752,0.18005713820457458
56,3,0.07069100439548492,0.684349536895752,0.1264781355857849
57,2,0.14274455606937408,0.6811183989048004,0.19168762862682343
57,1,0.13162103295326233,0.6811183989048004,0.18157532811164856
57,0,0.14245688915252686,0.6811183989048004,0.1914261132478714
57,3,0.1338685154914856,0.6811183989048004,0.18361850082874298
58,1,0.06865458190441132,0.6875013709068298,0.12491336464881897
58,2,0.07687839865684509,0.6875013709068298,0.13238957524299622
58,0,0.045394204556941986,0.6875013709068298,0.10376758128404617
58,3,0.07349523901939392,0.6875013709068298,0.12931397557258606
59,2,0.14172911643981934,0.6874862313270569,0.19134339690208435
59,1,0.11163783073425293,0.6874862313270569,0.1639876812696457
59,0,0.12474524974822998,0.6874862313270569,0.17590351402759552
59,3,0.14584767818450928,0.6874862313270569,0.19508753716945648
60,2,0.09250429272651672,0.6846708953380585,0.1463376134634018
60,1,0.06107450649142265,0.6846708953380585,0.11776507645845413
60,0,0.08261974155902863,0.6846708953380585,0.13735166192054749
60,3,0.10402784496545792,0.6846708953380585,0.1568135768175125
61,2,0.09211164712905884,0.6863763332366943,0.14613570272922516
61,0,0.1296197921037674,0.6863763332366943,0.18023401498794556
61,3,0.09171921759843826,0.6863763332366943,0.14577895402908325
61,1,0.11606640368700027,0.6863763332366943,0.16791275143623352
62,2,0.08594862371683121,0.686724841594696,0.14056463539600372
62,1,0.058806970715522766,0.686724841594696,0.11589042097330093
62,0,0.10591165721416473,0.686724841594696,0.15871286392211914
62,3,0.08287253975868225,0.686724841594696,0.1377681940793991
63,2,0.08889172971248627,0.6824326813220978,0.14284999668598175
63,1,0.09461323171854019,0.6824326813220978,0.14805135130882263
63,0,0.0783705860376358,0.6824326813220978,0.1332853138446808
63,3,0.08123339712619781,0.6824326813220978,0.13588787615299225
64,2,0.0791698545217514,0.6883727014064789,0.13455192744731903
64,1,0.07980532944202423,0.6883727014064789,0.1351296305656433
64,0,0.10824520885944366,0.6883727014064789,0.160984069108963
64,3,0.09523739665746689,0.6883727014064789,0.149158775806427
65,0,0.09395156800746918,0.6933444440364838,0.14844182133674622
65,2,0.08407607674598694,0.6933444440364838,0.1394641101360321
65,1,0.05340815708041191,0.6933444440364838,0.11158418655395508
65,3,0.07961590588092804,0.6933444440364838,0.1354093998670578
66,0,0.06478395313024521,0.6884214282035828,0.12147827446460724
66,2,0.08301375061273575,0.6884214282035828,0.13805079460144043
66,1,0.09260793030261993,0.6884214282035828,0.14677278697490692
66,3,0.07171772420406342,0.6884214282035828,0.1277816891670227
67,2,0.09518643468618393,0.6886635720729828,0.14913888275623322
67,1,0.08234424144029617,0.6886635720729828,0.13746418058872223
67,0,0.0832221582531929,0.6886635720729828,0.1382622867822647
67,3,0.07441945374011993,0.6886635720729828,0.13025982677936554
68,2,0.10765324532985687,0.6954388618469238,0.16108828783035278
68,0,0.0842742919921875,0.6954388618469238,0.1398347020149231
68,1,0.10909700393676758,0.6954388618469238,0.16240079700946808
68,3,0.09583713114261627,0.6954388618469238,0.15034636855125427
69,2,0.09728673845529556,0.6954971849918365,0.15166950225830078
69,1,0.07138124108314514,0.6954971849918365,0.12811903655529022
69,0,0.10396556556224823,0.6954971849918365,0.15774117410182953
69,3,0.10125215351581573,0.6954971849918365,0.1552744358778
70,0,0.10814936459064484,0.6941186487674713,0.16141928732395172
70,1,0.12838850915431976,0.6941186487674713,0.1798185110092163
70,2,0.1176428496837616,0.6941186487674713,0.1700497418642044
70,3,0.10538972914218903,0.6941186487674713,0.15891052782535553
71,2,0.08048614114522934,0.6911675930023193,0.13600261509418488
71,0,0.07571476697921753,0.6911675930023193,0.13166502118110657
71,1,0.08930876851081848,0.6911675930023193,0.14402319490909576
71,3,0.07152825593948364,0.6911675930023193,0.12785910069942474
72,2,0.05317525938153267,0.6909136772155762,0.11115147173404694
72,1,0.05796641856431961,0.6909136772155762,0.1155070811510086
72,0,0.07689160853624344,0.6909136772155762,0.13271179795265198
72,3,0.05688435584306717,0.6909136772155762,0.11452338844537735
73,1,0.11498072743415833,0.6891693770885468,0.16717970371246338
73,2,0.11315743625164032,0.6891693770885468,0.16552214324474335
73,0,0.13273857533931732,0.6891693770885468,0.18332317471504211
73,3,0.11633247137069702,0.6891693770885468,0.1684085577726364
74,1,0.062026649713516235,0.681767463684082,0.11836671829223633
74,2,0.07140006870031357,0.681767463684082,0.12688802182674408
74,0,0.0785808265209198,0.681767463684082,0.13341596722602844
74,3,0.07181409001350403,0.681767463684082,0.12726439535617828
75,2,0.10260280966758728,0.6800543963909149,0.15509840846061707
75,1,0.12091131508350372,0.6800543963909149,0.1717424988746643
75,0,0.13268569111824036,0.6800543963909149,0.18244647979736328
75,3,0.09663572907447815,0.6800543963909149,0.14967378973960876
76,1,0.09568527340888977,0.6835645139217377,0.14912883937358856
76,0,0.11062738299369812,0.6835645139217377,0.16271257400512695
76,2,0.08977970480918884,0.6835645139217377,0.14376014471054077
76,3,0.12326056510210037,0.6835645139217377,0.1741972714662552
77,1,0.14867734909057617,0.682182639837265,0.19717782735824585
77,2,0.14745807647705078,0.682182639837265,0.1960693895816803
77,0,0.11523586511611938,0.682182639837265,0.16677647829055786
77,3,0.11480211466550827,0.682182639837265,0.16638216376304626
78,2,0.12231819331645966,0.6835426390171051,0.17333859205245972
78,1,0.1442704200744629,0.6835426390171051,0.1932951658964157
78,0,0.15562990307807922,0.6835426390171051,0.203621968626976
78,3,0.1519029438495636,0.6835426390171051,0.2002338171005249
79,2,0.11266544461250305,0.6854008436203003,0.16473229229450226
79,1,0.11769334226846695,0.6854008436203003,0.16930311918258667
79,0,0.14774315059185028,0.6854008436203003,0.1966211199760437
79,3,0.12698595225811005,0.6854008436203003,0.17775093019008636
80,2,0.07632876187562943,0.6907524466514587,0.1321854591369629
80,1,0.09426115453243256,0.6907524466514587,0.1484876275062561
80,0,0.08121349662542343,0.6907524466514587,0.13662610948085785
80,3,0.07946009933948517,0.6907524466514587,0.13503211736679077
81,1,0.11550033092498779,0.6866958439350128,0.167427197098732
81,2,0.11595158278942108,0.6866958439350128,0.16783742606639862
81,0,0.11566730588674545,0.6866958439350128,0.16757899522781372
81,3,0.15155312418937683,0.6866958439350128,0.20020246505737305
82,2,0.08737029135227203,0.6912358105182648,0.1422671526670456
82,1,0.10586118698120117,0.6912358105182648,0.15907706320285797
82,0,0.08660171926021576,0.6912358105182648,0.14156845211982727
82,3,0.10136241465806961,0.6912358105182648,0.15498727560043335
83,2,0.0742679014801979,0.6874600350856781,0.1300126314163208
83,0,0.06615305691957474,0.6874600350856781,0.12263549864292145
83,1,0.11206527054309845,0.6874600350856781,0.16437387466430664
83,3,0.06175142899155617,0.6874600350856781,0.11863402277231216
84,2,0.13257208466529846,0.6908486783504486,0.18332450091838837
84,0,0.11130312830209732,0.6908486783504486,0.1639890819787979
84,3,0.12018103897571564,0.6908486783504486,0.17205990850925446
84,1,0.1518278419971466,0.6908486783504486,0.20082972943782806
85,2,0.09429746121168137,0.6977132260799408,0.1491534411907196
85,0,0.05890757590532303,0.6977132260799408,0.11698080599308014
85,3,0.0875689685344696,0.6977132260799408,0.1430366188287735
85,1,0.06531578302383423,0.6977132260799408,0.12280645221471786
86,2,0.09121640771627426,0.6893445253372192,0.14559167623519897
86,0,0.0793752446770668,0.6893445253372192,0.13482700288295746
86,1,0.08396118879318237,0.6893445253372192,0.13899603486061096
86,3,0.06740619987249374,0.6893445253372192,0.12394604086875916
87,2,0.131314218044281,0.6921577751636505,0.18229998648166656
87,0,0.14020967483520508,0.6921577751636505,0.19038677215576172
87,1,0.08648300170898438,0.6921577751636505,0.14154434204101562
87,3,0.13004760444164276,0.6921577751636505,0.18114851415157318
88,2,0.08753220736980438,0.6884665489196777,0.14216260612010956
88,1,0.1145622581243515,0.6884665489196777,0.16673536598682404
88,0,0.1018710732460022,0.6884665489196777,0.15519793331623077
88,3,0.08546656370162964,0.6884665489196777,0.14028474688529968
89,2,0.07371163368225098,0.6872211396694183,0.12948521971702576
89,1,0.06632670760154724,0.6872211396694183,0.12277165055274963
89,0,0.10271821171045303,0.6872211396694183,0.15585483610630035
89,3,0.07928775250911713,0.6872211396694183,0.1345544159412384
90,2,0.07476463913917542,0.6860224902629852,0.1303335279226303
90,1,0.04367052763700485,0.6860224902629852,0.10206615924835205
90,0,0.049997784197330475,0.6860224902629852,0.10781820863485336
90,3,0.03805876523256302,0.6860224902629852,0.09696455299854279
91,2,0.05801243335008621,0.6868714392185211,0.11518142372369766
91,1,0.07756227254867554,0.6868714392185211,0.13295400142669678
91,0,0.09501555562019348,0.6868714392185211,0.14882062375545502
91,3,0.08831793069839478,0.6868714392185211,0.14273187518119812
92,2,0.06706100702285767,0.6902292370796204,0.12371265888214111
92,0,0.061820629984140396,0.6902292370796204,0.11894867569208145
92,1,0.08047907054424286,0.6902292370796204,0.13591089844703674
92,3,0.06358238309621811,0.6902292370796204,0.12055028229951859
93,2,0.1037345826625824,0.6926720440387726,0.15727435052394867
93,1,0.09801774471998215,0.6926720440387726,0.15207722783088684
93,0,0.10455982387065887,0.6926720440387726,0.15802456438541412
93,3,0.15437372028827667,0.6926720440387726,0.20330992341041565
94,2,0.10848558694124222,0.6991788744926453,0.1621849685907364
94,0,0.08867431432008743,0.6991788744926453,0.1441747099161148
94,1,0.12055128067731857,0.6991788744926453,0.17315378785133362
94,3,0.09154119342565536,0.6991788744926453,0.14678098261356354
95,2,0.09246377646923065,0.6874792277812958,0.1465560793876648
95,1,0.11897534132003784,0.6874792277812958,0.17065750062465668
95,0,0.08583307266235352,0.6874792277812958,0.14052817225456238
95,3,0.08240878582000732,0.6874792277812958,0.13741518557071686
96,1,0.07912278920412064,0.6846620142459869,0.13417181372642517
96,0,0.0952068492770195,0.6846620142459869,0.14879366755485535
96,2,0.14563803374767303,0.6846620142459869,0.19464020431041718
96,3,0.13744491338729858,0.6846620142459869,0.1871919184923172
97,2,0.11453757435083389,0.6838797032833099,0.16629594564437866
97,1,0.0817137062549591,0.6838797032833099,0.13645605742931366
97,0,0.09558849781751633,0.6838797032833099,0.14906950294971466
97,3,0.11058604717254639,0.6838797032833099,0.16270364820957184
98,2,0.07937018573284149,0.6897165477275848,0.1348562091588974
98,1,0.07982544600963593,0.6897165477275848,0.13527007400989532
98,0,0.08685155212879181,0.6897165477275848,0.14165745675563812
98,3,0.08861993998289108,0.6897165477275848,0.14326508343219757
99,2,0.10615384578704834,0.6815253794193268,0.1584603488445282
99,1,0.11945126950740814,0.6815253794193268,0.17054890096187592
99,0,0.13686807453632355,0.6815253794193268,0.18638236820697784
99,3,0.20113533735275269,0.6815253794193268,0.2448071539402008
100,2,0.08009819686412811,0.6841845810413361,0.13501513004302979
100,1,0.09243419766426086,0.6841845810413361,0.14622968435287476
100,0,0.07285485416650772,0.6841845810413361,0.1284302920103073
100,3,0.09179776906967163,0.6841845810413361,0.14565111696720123
101,2,0.1439676433801651,0.6896472275257111,0.19357487559318542
101,0,0.11971558630466461,0.6896472275257111,0.17152754962444305
101,1,0.08943107724189758,0.6896472275257111,0.14399617910385132
101,3,0.1147821918129921,0.6896472275257111,0.16704262793064117
102,2,0.11351042985916138,0.6847845017910004,0.16544443368911743
102,0,0.12324880808591843,0.6847845017910004,0.174297496676445
102,1,0.0867503434419632,0.6847845017910004,0.14111708104610443
102,3,0.12005017697811127,0.6847845017910004,0.1713896542787552
103,2,0.051121074706315994,0.6899480521678925,0.1091962456703186
103,1,0.06216992437839508,0.6899480521678925,0.1192406564950943
103,0,0.05332714691758156,0.6899480521678925,0.11120177060365677
103,3,0.08468049764633179,0.6899480521678925,0.13970480859279633
104,2,0.07999357581138611,0.6897735297679901,0.13542811572551727
104,1,0.08998031914234161,0.6897735297679901,0.14450697600841522
104,0,0.11967655271291733,0.6897735297679901,0.17150355875492096
104,3,0.10317184031009674,0.6897735297679901,0.15649926662445068
105,2,0.10379752516746521,0.6905805766582489,0.15714143216609955
105,0,0.06408405303955078,0.6905805766582489,0.1210382804274559
105,1,0.07822829484939575,0.6905805766582489,0.13389667868614197
105,3,0.09236174076795578,0.6905805766582489,0.14674527943134308
106,2,0.0851786732673645,0.6900825798511505,0.1401699334383011
106,1,0.08050690591335297,0.6900825798511505,0.1359228789806366
106,0,0.053876541554927826,0.6900825798511505,0.1117134541273117
106,3,0.09582913666963577,0.6900825798511505,0.14985217154026031
107,2,0.08986552059650421,0.6917662918567657,0.14458376169204712
107,1,0.12285123020410538,0.6917662918567657,0.17457078397274017
107,0,0.07151816785335541,0.6917662918567657,0.12790435552597046
107,3,0.07590344548225403,0.6917662918567657,0.13189096748828888
108,2,0.0774141401052475,0.696376234292984,0.13368341326713562
108,1,0.07040157914161682,0.696376234292984,0.12730836868286133
108,0,0.10382940620183945,0.696376234292984,0.15769730508327484
108,3,0.07426603883504868,0.696376234292984,0.13082151114940643
109,2,0.10089908540248871,0.6940001845359802,0.1548173725605011
109,1,0.05745987594127655,0.6940001845359802,0.11532717943191528
109,0,0.0912238284945488,0.6940001845359802,0.14602167904376984
109,3,0.11604548990726471,0.6940001845359802,0.1685868352651596
110,2,0.08527818322181702,0.6993462145328522,0.14110253751277924
110,1,0.04550299048423767,0.6993462145328522,0.10494328290224075
110,0,0.09405064582824707,0.6993462145328522,0.14907750487327576
110,3,0.06096533313393593,0.6993462145328522,0.11899995058774948
111,2,0.14000451564788818,0.6858262717723846,0.18962466716766357
111,1,0.13156801462173462,0.6858262717723846,0.18195511400699615
111,0,0.14131343364715576,0.6858262717723846,0.19081458449363708
111,3,0.12304031848907471,0.6858262717723846,0.17420266568660736
112,2,0.10844997316598892,0.686416506767273,0.16099238395690918
112,1,0.13428109884262085,0.686416506767273,0.18447521328926086
112,0,0.08755381405353546,0.686416506767273,0.1419958621263504
